ts_id,timestamp,req_timestamp,ts_value,station_local_x,station_local_y,station_id,site_name,station_name,station_no,ts_name,ts_shortname,site_no,stationparameter_name,stationparameter_no,ts_unitsymbol,parametertype_name,object_type_shortname,ts_path,river_name,station_diary,ADMINISTRATEUR,CATCHMENT_SIZE,ISIN_COMMUNE,station_gauge_datum,station_gauge_datum_unit,station_status_remark,station_gauge_datum_postfix,SITE_NUMBER_SQL,AD_WITH_THRESHOLD,RESEAUX,ngr_letter,BASSIN_INFOCRUE_NO,DISTHYDRO,admin_level,COD_HYDROGRAPHE,river_code,STATION_NUMBER_SQL,region_district,STATEL,station_gauge_datum_from,WTO_OBJECT,station_status,river_key,station_diary_status,PAYS,GAUGE_DATUM,REGION,BASSIN_INFOCRUE,TYPE_STATION,BASSIN_GESTION_TEXT,PROVINCE,river_id,ObjectDescription,admin_name,BV_DCE,BASSIN_GESTION_WEB,CATEGORIE_COURS_DEAU,STA_PUBINT,hydrounit_name,CODE_POSTAL,hydrounit_title,STABILITE_JAUGE,hydrounit_no,ISIN_LOCALITE,COMMUNE_LOCALITE,ADRESSE,NIVCRU,CENEXT_DCENN,CARTE_IGN,station_elevation,RIVER_SECTION_VNAV_STATION,river_longname
179875010,2026-06-05T10:00:00.000+02:00,,0.331,76698.0,151998.0,15410,Direction des Cours d'Eau Non Navigables,Pecq,L6910,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6910/H/Cmd.Rel.Abs.Comp-Alarmes,Rieu du Pas à Wasmes,,DCENN,"40,59 km²",,13.188,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,2,District de l'Escaut,District,,995491,L6910,---,yes,1764201600000,Rieu du Pas à Wasmes,Active,995491,2003-05-09 00:00:00: Active,Belgique,13.188,WALLONIE,Affluents de l'Escaut / 2,Limnimètre,Escaut (affluents),HAINAUT,1450529,,---,Escaut-Lys / EL,Escaut (affluents),Catégorie 1,yes,District de l'Escaut,7740,ESCOUT,t0/?,E,Pecq,Pecq,Pas à Wasmes,t0/Normal,Centre Mons,37/2,,,
253255010,2026-06-05T10:30:00.000+02:00,,0.391,181326.0,86860.0,12674,Direction de la Gestion hydrologique,CHOOZ,8702,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/8702/H/Cmd.Rel.Abs.Comp-Alarmes,Haute Meuse (amont Dinant),"2001-11-06 00:00:00: <echX=0.2 cm/h><echY=1/10><limni=OTT R20><br>2012-12-31 00:00:00: Démontage limniphone.<br>2009-09-24 00:00:00: <fin_feuille_limni><br>2001-06-21 00:00:00: <echX=0.25 cm/h><echY=1/10><limni=OTT R20><br>1986-09-24 00:00:00: <echX=0.25 cm/h><echY=1/10><limni=NEYRTEC><br>2001-10-05 00:00:00: <echX=0.25 cm/h><echY=1/20><limni=OTT R20><br>2022-08-30 14:15:00: <sonde=OTT PLS>  Avant, c'était une sonde à pression de type CBS, bulle à bulle.",DGH,"10120,00 km²",Chooz,101.428,DNG,,DNG,DGH,yes,Direction de la Gestion hydrologique,-,29,District de la Meuse,District,Theys D.,,8702,---,yes,1253750400000,Haute Meuse (amont Dinant),Active,,1977-01-01 00:00:00: Active,France,101.428,GRAND-EST,Haute Meuse amont / 29,Limnimètre,"Haute Meuse (NA, amont Lesse)",ARDENNES,1450727,"<ACCES>
sonde dans un  local en brique à 20 m de la berge en rive gauche ; clé spécifique
</ACCES>
",---,Meuse amont / MM,"Haute Meuse (NA, amont Lesse)",Navigable,,,,,,,,,,,,,,,
241642010,2026-06-05T10:30:00.000+02:00,,0.36,246721.0,92538.0,12158,Direction de la Gestion hydrologique,MABOMPRE,6021,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/6021/H/Cmd.Rel.Abs.Comp-Alarmes,Ourthe Orientale,2007-04-24 00:00:00: <echX=0.2 cm/h><echY=1/10><limni=OTT X>,DGH,"316,89 km²",Houffalize,292.29,DNG,<echX=0.291667 cm/h><echY=1/10><limni=RITTMEYER>,DNG,DGH,yes,Direction de la Gestion hydrologique,-,45,District de la Meuse,District,Smiejkowski M.,612230,6021,---,yes,986083200000,Ourthe Orientale,Active,612230,1969-03-17 00:00:00: Active,Belgique,292.29,WALLONIE,Ourthe supérieure et affluents / 45,Limnimètre,Ourthe supérieure,LUXEMBOURG,1450499,"<SITUATION>
LE LONG DE LA ROUTE LAROCHE-HOUFFALIZE.A ENVIRON 100 M EN AMONT DU PONT DIT ""PONT DE RENSIWE"".SE TROUVANT DANS LE LIT D'HIVER.RIVE DROITE.
</SITUATION>


<DESCRIPTIF>
6021112T : sonde placée dans la rivière, à l'échelle limni
6021122T : sonde placée sous le boîtier du répondeur
</DESCRIPTIF>",---,Ourthe / OU,Ourthe supérieure,Catégorie 1,,,,,,,,,,,,,,,
240333010,2026-06-05T10:35:00.000+02:00,,0.368,237626.0,144478.0,12109,Direction de la Gestion hydrologique,STREUPAS,5811,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur sonde,H_sonde,m,H,GN_STATION,DGH/5811/H_sonde/Cmd.Rel.Abs.Comp-Alarmes,Ourthe inférieure,,DGH,,Liège,64.015,---,<date_1ere_data> <sonde=OTT PLS>,,DGH,no,Direction de la Gestion hydrologique,-,43,District de la Meuse,District,Smiejkowski M.,,5811,---,yes,1496793600000,Ourthe inférieure,Active,,2017-06-07 00:00:00: Active,Belgique,64.015,WALLONIE,Ourthe inférieure et affluents / 43,Limnimètre,Ourthe inférieure,LIEGE,1450733,"<ACCES>
Prendre rue de Streupas pour arriver sur le Quai de st Paul de Sinçay et aller à gauche pendant 100m.
La cabine se trouve en rive gauche et nécessite une clé spéciale. 
</ACCES>


<CONTACT>
La sonde est installée dans une structure appartenant à la Direction des Eaux de Surface de la DG03
(Avenue du Prince de Liège, 15 à B-5100 JAMBES).
Contact : Mr Frédéric Hourlay (tél: 081 33 60 04, email: frederic.hourlay@spw.wallonie.be).
</CONTACT>",---,Ourthe / OU,Ourthe inférieure,Navigable,,,,,,,,,,,,,,,
180371010,2026-06-05T10:00:00.000+02:00,,0.257,110386.0,144072.0,15434,Direction des Cours d'Eau Non Navigables,Maffle,L6950,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6950/H/Cmd.Rel.Abs.Comp-Alarmes,Grande Hunelle,,DCENN,"80,87 km²",,34.282,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,3,District de l'Escaut,District,,981300,L6950,---,yes,1057190400000,Grande Hunelle,Active,981300,2003-07-03 00:00:00: Active,Belgique,34.282,WALLONIE,Dendre et affluents / 3,Limnimètre,Dendre,HAINAUT,1450391,,---,Dendre / DE,Dendre,Catégorie 1,yes,District de l'Escaut,7810,ESCOUT,t0/?,E,Maffle,Ath,Chaussée de Mons,t0/Normal,Centre Mons,38/6,,,
238670010,2026-06-05T10:30:00.000+02:00,,0.285,265341.0,156616.0,12044,Direction de la Gestion hydrologique,KELMIS (LA CALAMINE),5291,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/5291/H/Cmd.Rel.Abs.Comp-Alarmes,Gueule,2025-01-01 00:00:00: <Z_coffret_telem=6.33><bas_coffret_telem=0.2><br>2017-01-01 00:00:00: <fin_feuille_limni><br>2008-06-14 00:00:00: <echX=0.2 cm/h><echY=1/10><limni=OTT X>,DGH,,Kelmis,172.834,DNG,Inactive : rénovation complète de la station.,DNG,DGH,no,Direction de la Gestion hydrologique,-,30,District de la Meuse,District,Smiejkowski M.,720311,5291,---,yes,1213401600000,Gueule,Inactive,720311,1967-09-07 00:00:00: Active<br>2008-05-09 00:00:00: Inactive,Belgique,172.834,WALLONIE,Affluents de la Basse Meuse / 30,Limnimètre,Gueule,LIEGE,1450393,"<ACCES>
EN AVAL DU PONT ROUTE SUR LA GUEULE A LA SORTIE DE LA CALAMINE (DIRECTION HENRI-CHAPELLE).
KM 35.700 SUR LA ROUTE HENRI-CHAPELLE/LA CALAMINE.
RIVE DROITE.
2023 Barrière placée à la hauteur du limni (pas besoin de clé).
</ACCES>",---,Meuse aval / MA,Gueule,Catégorie 1,,,,,,,,,,,,,,,
180691010,2026-06-05T10:20:00.000+02:00,,0.444,221713.0,55650.0,15448,Direction des Cours d'Eau Non Navigables,Martilly,L6980,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6980/H/Cmd.Rel.Abs.Comp-Alarmes,Ruisseau de Neufchâteau,,DCENN,"65,94 km²",,352.47,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,19,District de la Meuse,District,,151300,L6980,---,yes,1600214400000,Ruisseau de Neufchâteau,Active,151300,2003-08-11 00:00:00: Active,Belgique,352.47,WALLONIE,Vierre et affluents / 19,Limnimètre,Vierre,LUXEMBOURG,1450573,,---,Semois-Chiers / SC,Vierre,Catégorie 1,yes,District de la Meuse,6887,MEUSE,t0/?,M,Straimont,Herbeumont,Rue de la Cochette,t0/Normal,Centre Marche,67/4,,,
192790010,2026-06-05T10:00:00.000+02:00,,0.321,76541.0,141079.0,15908,Direction des Cours d'Eau Non Navigables,Froidmont,L7890,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7890/H/Cmd.Rel.Abs.Comp-Alarmes,Ruisseau des Barges,,DCENN,"19,12 km²",,36.97,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la Province du Hainaut,-,2,District de l'Escaut,District,,992371,L7890,---,yes,1388534400000,Ruisseau des Barges,Active,992371,2014-04-15 00:00:00: Active,Belgique,36.97,WALLONIE,Affluents de l'Escaut / 2,Limnimètre,Escaut (affluents),HAINAUT,1450587,,---,Escaut-Lys / EL,Escaut (affluents),Catégorie 2,yes,District de l'Escaut,7504,ESCOUT,t0/?,E,Froidmont,Tournai,Rue de la Source,t0/Normal,Centre Mons,,,,
238222010,2026-06-05T10:35:00.000+02:00,,0.851,53125.0,162231.0,12026,Direction de la Gestion hydrologique,COMINES Aval Bar-Ecl,3884,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/3884/H/Cmd.Rel.Abs.Comp-Alarmes,Lys,1997-10-22 00:00:00: Mise en service de la télémesure.<br>2018-07-17 00:00:00: <codeur_seul><br>2017-01-01 00:00:00: <fin_feuille_limni><br>2023-02-23 10:00:00: <sonde=OTT PLS> Plus de limni ni de codeur.,DGH,,Comines-Warneton,10.907,DNG,<echX=0.2 cm/h><echY=1/10><limni=OTT X>,DNG,DGH,no,Direction de la Gestion hydrologique,-,0,District de l'Escaut,District,Lefèvre C.,,3884,---,yes,1005868800000,Lys,Active,,1990-01-01 00:00:00: Active,Belgique,10.907,WALLONIE,Lys et affluents / 0,Limnimètre,Lys,HAINAUT,1450453,"<ACCES>
Route des écluses.
</ACCES>",---,Escaut-Lys / EL,Lys,Navigable,,,,,,,,,,,,,,,
164339010,2026-06-05T10:00:00.000+02:00,,0.326,199752.0,70397.0,14720,Direction des Cours d'Eau Non Navigables,Graide,L5540,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L5540/H/Cmd.Rel.Abs.Comp-Alarmes,Ruisseau de Graide,,DCENN,"10,60 km²",,357.542,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,26,District de la Meuse,District,,212322,L5540,---,yes,149299200000,Ruisseau de Graide,Active,212322,1974-09-25 00:00:00: Active,Belgique,357.542,WALLONIE,Haute Lesse et affluents / 26,Limnimètre,Haute Lesse,NAMUR,1450553,,---,Lesse / LE,Haute Lesse,Catégorie 2,yes,District de la Meuse,5555,MEUSE,Stable,M,Graide,Bièvre,Rue de la station,t0/Normal,Centre Namur,64/1,,,
243520010,2026-06-05T10:30:00.000+02:00,,0.457,250013.0,123454.0,12245,Direction de la Gestion hydrologique,TARGNON,6671,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/6671/H/Cmd.Rel.Abs.Comp-Alarmes,Amblève,2025-04-08 12:00:00: <sonde=OTT PLS><br>2025-01-01 00:00:00: <Z_coffret_telem=5.383><br>2007-09-19 00:00:00: <echX=0.2 cm/h><echY=1/10><limni=OTT X>,DGH,"806,85 km²",Stoumont,185.68,DNG,<echX=0.291667 cm/h><echY=1/10><limni=RITTMEYER>,DNG,DGH,no,Direction de la Gestion hydrologique,-,41,District de la Meuse,District,Smiejkowski M.,535120,6671,---,yes,-49075200000,Amblève,Active,535120,1968-06-12 00:00:00: Active,Belgique,185.68,WALLONIE,Amblève et affluents / 41,Limnimètre,Amblève,LIEGE,1450265,"<HISTORIQUE>
Un limnigraphe à flotteur était installé depuis 1968 : un RITTMEYER remplacé par un OTT en 2007 (voir journal).
Cette installation se trouvait en rive gauche, environ 5m en aval du pont route, sur la route de Targnon à Lierneux.
En avril 2025, ce système a été remplacé par une sonde hydrostatique, fixée à la pile du même pont, côté aval, à côté de l'échelle.
</HISTORIQUE>

<TARAGE>
20260227
Extrapolation arbitraire du sommet de courbe de 3.25 à 4m.
</TARAGE>



",---,Amblève / AM,Amblève,Catégorie 1,,,,,,,,,,,,,,,
188824010,2026-06-05T10:20:00.000+02:00,,0.734,194731.0,128043.0,15726,Direction des Cours d'Eau Non Navigables,Thon,L7560,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7560/H/Cmd.Rel.Abs.Comp-Alarmes,Samson,,DCENN,"111,71 km²",,82.977,DNG,Remise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,28,District de la Meuse,District,,465240,L7560,---,yes,1628553600000,Samson,Active,465240,2011-08-24 00:00:00: Active<br>2020-07-22 00:00:00: Inactive<br>2021-08-10 00:00:00: Active,Belgique,82.977,WALLONIE,Affluents de la Haute Meuse / 28,Limnimètre,Samson,NAMUR,1450643,,---,Meuse amont / MM,Samson,Catégorie 1,no,District de la Meuse,5300,MEUSE,Stable,M,Thon,Andenne,Rue du Samson,t0/Normal,Centre Namur,,,,
169445010,2026-06-05T09:00:00.000+02:00,,0.263,218889.0,156963.0,14947,Direction des Cours d'Eau Non Navigables,Grandville,L6040,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6040/H/Cmd.Rel.Abs.Comp-Alarmes,Yerne,,DCENN,"62,30 km²",,100.366,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,37,District de la Meuse,District,,711401,L6040,---,yes,1222128000000,Yerne,Active,711401,1983-10-14 00:00:00: Active,Belgique,100.366,WALLONIE,Geer et affluents / 37,Limnimètre,Geer,LIEGE,1450723,,---,Meuse aval / MA,Geer,Catégorie 1,yes,District de la Meuse,4360,MEUSE,Instable,M,Grandville,Oreye,Rue du village,t0/Normal,Centre Liège,41/4,,,
183335010,2026-06-05T10:20:00.000+02:00,,0.23,135948.0,74007.0,15565,Direction des Cours d'Eau Non Navigables,Macquenoise,L7200,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7200/H/Cmd.Rel.Abs.Comp-Alarmes,Oise,,DCENN,"32,21 km²",,225.495,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,52,District de la Seine,District,,300300,L7200,---,yes,1094601600000,Oise,Active,300300,2004-09-08 00:00:00: Active,Belgique,225.495,WALLONIE,Oise et affluents / 52,Limnimètre,Oise,HAINAUT,1450487,,---,Oise / OS,Oise,Catégorie 2,yes,District de la Seine,6593,SEINE,t0/?,S,Macquenoise,Momignies,Le Val d'Oise,t0/Normal,Centre Mons,62/1,,,
235216010,2026-06-05T10:35:00.000+02:00,,1.847,139798.0,144161.0,11896,Direction de la Gestion hydrologique,RONQUIERES Bief Aval,2483,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/2483/H/Cmd.Rel.Abs.Comp-Alarmes,Canal Charleroi-Bruxelles (Senne),2017-03-28 00:00:00: <echX=0.2 cm/h><echY=1/5><zeroFeuille=1.5> Placement d'une échelle en DNG.<br>2001-12-14 00:00:00: <echX=0.2 cm/h><echY=1/5><zeroFeuille=1>,DGH,,Braine-le-Comte,52.0,---,<echX=0.2 cm/h><echY=1/5>,,DGH,no,Direction de la Gestion hydrologique,-,51,District de l'Escaut,District,Lefèvre C.,,2483,---,yes,1490659200000,Canal Charleroi-Bruxelles (Senne),Active,,1994-01-01 00:00:00: Active,Belgique,52.0,WALLONIE,Sennette et Canal Charleroi Bruxelles / 51,Limnimètre,Sennette,HAINAUT,1450317,"<ACCES>
En rive droite, à hauteur de l'embranchement de l'ancien canal. Accès par petite route entre 2371 et ancien canal.
</ACCES>",---,Senne / SN,Sennette,Navigable,,,,,,,,,,,,,,,
242295010,2026-06-05T10:35:00.000+02:00,,0.697,240980.0,142873.0,12192,Direction de la Gestion hydrologique,CHAUDFONTAINE Pisc,6228,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/6228/H/Cmd.Rel.Abs.Comp-Alarmes,Vesdre,2025-01-01 00:00:00: <Z_coffret_telem=3.509><bas_coffret_telem=0.2><br>2007-04-17 00:00:00: <echX=0.2 cm/h><echY=1/10><limni=OTT X><br>1991-07-03 00:00:00: <echX=0.291667 cm/h><echY=1/10><limni=RITTMEYER>,DGH,"683,26 km²",Chaudfontaine,77.626,DNG,<date_1ere_data><echX=0.2 cm/h><echY=1/10><limni=NEYRPIC>,DNG,DGH,yes,Direction de la Gestion hydrologique,-,38,District de la Meuse,District,Smiejkowski M.,560260,6228,---,yes,170899200000,Vesdre,Active,560260,1975-06-02 00:00:00: Active,Belgique,77.626,WALLONIE,Vesdre et affluents / 38,Limnimètre,Vesdre,LIEGE,1450697,"<ACCES>
LE LONG DU SENTIER,A 100 M EN AVAL DU PONT-ROUTE DE LA VESDRE A CHAUDFONTAINE. 
A 1.300 KM DU CENTRE DE CHAUDFONTAINE.EN FACE DE LA PISCINE (rive droite)
</ACCES>


<DESCRIPTIF>
mise en service centrale hydro sur le site coca cola AVL en 2016. Il y a plusieurs centrales entre 6302 et 6228.
</DESCRIPTIF>

",---,Vesdre / VE,Vesdre,Catégorie 1,,,,,,,,,,,,,,,
398877010,2026-06-05T10:30:00.000+02:00,,13.39,77608.79,153684.114,9299137,Direction de la Gestion hydrologique,PECQ,3270,05a-Hauteur absolue.Complet.Alarmes,Cmd.Abs.Comp-Alarmes,DGH,Hauteur sonde,Habs_sonde,m,H,GN_STATION,DGH/3270/Habs_sonde/Cmd.Abs.Comp-Alarmes,Escaut,,DGH,,Pecq,0.0,DNG,<Sonde OTT PLS>,DNG,DGH,no,Direction de la Gestion hydrologique,-,1,District de l'Escaut,District,Lefèvre C.,,3270,---,yes,1737504000000,Escaut,Active,,2025-01-22 00:00:00: Active,Belgique,0.0,WALLONIE,Escaut / 1,Limnimètre,,HAINAUT,1450363,,---,Escaut-Lys / EL,Escaut (NA),,,,7740,,,,Pecq,Pecq,,,,,,,
254233010,2026-06-05T08:30:00.000+02:00,,0.228,163095.0,77963.0,12717,Direction de la Gestion hydrologique,PETIGNY  Ry de Rome,9221,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/9221/H/Cmd.Rel.Abs.Comp-Alarmes,Ry de Rome,2000-11-28 00:00:00: <echX=0.2 cm/h><echY=1/5><limni=OTT X><br>1999-09-02 00:00:00: Mise en service de la télémesure.<br>2025-01-01 00:00:00: <Z_coffret_telem=2.158><bas_coffret_telem=0.2>,DGH,"6,40 km²",Couvin,280.138,---,<echX=0.2 cm/h><echY=1/10><limni=OTT X>,,DGH,no,Direction de la Gestion hydrologique,-,23,District de la Meuse,District,Theys D.,321801,9221,---,yes,180230400000,Ry de Rome,Active,321801,1975-09-18 00:00:00: Active<br>1999-04-29 00:00:00: Inactive<br>1999-06-14 00:00:00: Active,Belgique,280.138,WALLONIE,Eau Noire et affluents / 23,Limnimètre,Eau Noire,NAMUR,1450629,"<ACCES>
Le long du chemin macadamisé bordant le lac ; accès par barrière levante avec badge spécifique.
</ACCES>",---,Meuse amont / MM,Eau Noire,Catégorie 2,,,,,,,,,,,,,,,
238351010,2026-06-05T10:35:00.000+02:00,,0.894,52382.0,161819.0,12032,Direction de la Gestion hydrologique,COMINES Amont B-Ecl,3886,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/3886/H/Cmd.Rel.Abs.Comp-Alarmes,Lys,2017-01-01 00:00:00: <fin_feuille_limni><br>2018-07-17 00:00:00: <codeur_seul><br>1996-06-17 00:00:00: <limni=OTT X><br>1997-10-22 00:00:00: Mise en service de la télémesure.,DGH,,Comines-Warneton,12.011,---,<echX=0.2 cm/h><echY=1/10><limni=OTTR16>,,DGH,no,Direction de la Gestion hydrologique,-,0,District de l'Escaut,District,Lefèvre C.,,3886,---,yes,834969600000,Lys,Active,,1990-01-01 00:00:00: Active,Belgique,12.011,WALLONIE,Lys et affluents / 0,Limnimètre,Lys,HAINAUT,1450453,"<ACCES>
Route des écluses.
</ACCES>

<HISTORIQUE>
La flottaison normale est passée de 13.18m à 13.03m, en accord avec les Français (durant l'été 2017 ?).
</HISTORIQUE>",---,Escaut-Lys / EL,Lys,Navigable,,,,,,,,,,,,,,,
193162010,2026-06-05T10:20:00.000+02:00,,0.028,161407.0,114107.0,15925,Direction des Cours d'Eau Non Navigables,Gerpinnes (Hanzinne  aval),L7920,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L7920/H/Cmd.Rel.Abs.Comp-Alarmes,Ruisseau d'Hanzinne,,DCENN,"28,87 km²",,175.14,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la Province du Hainaut,-,12,District de la Meuse,District,,382300,L7920,---,yes,1388534400000,Ruisseau d'Hanzinne,Active,382300,2014-04-15 00:00:00: Active,Belgique,175.14,WALLONIE,Affluents de la Basse Sambre / 12,Limnimètre,Basse Sambre (affluents),HAINAUT,1450599,,---,Sambre / SA,Basse Sambre (affluents),Catégorie 2,yes,District de la Meuse,6280,MEUSE,t0/?,M,Gerpinnes,Gerpinnes,Rue du Moulin,t0/Normal,Centre Mons,,,,
236731010,2026-06-05T10:00:00.000+02:00,,1.038,79602.0,146571.0,11956,Direction de la Gestion hydrologique,KAIN Amont Bar-Ecl,3276,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/3276/H/Cmd.Rel.Abs.Comp-Alarmes,Escaut,1981-07-15 00:00:00: Mise en service de la télémesure.<br>2015-08-29 00:00:00: <fin_feuille_limni><br>2007-05-31 00:00:00: <echX=0.2 cm/h><echY=1/10><limni=OTT>,DGH,,Tournai,14.0,DNG,<date_1ere_data><echX=0.291667 cm/h><echY=1/10><limni=RITTMEYER>,DNG,DGH,no,Direction de la Gestion hydrologique,-,1,District de l'Escaut,District,Lefèvre C.,,3276,---,yes,938649600000,Escaut,Active,,1979-01-01 00:00:00: Active,Belgique,14.0,WALLONIE,Escaut / 1,Limnimètre,Escaut (NA),HAINAUT,1450363,"<ACCES>
RIVE GAUCHE - 300 M EN AMONT DE L'ECLUSE Accès par rue de la Borgnette puis halage à gauche. Affichage dans boîtier répondeur, petite clé.
</ACCES>

",---,Escaut-Lys / EL,Escaut (NA),Navigable,,,,,,,,,,,,,,,
248317010,2026-06-05T10:35:00.000+02:00,,1.108,139920.0,112169.0,12448,Direction de la Gestion hydrologique,FONT-VALMONT Am B-E,7466,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DGH,Hauteur,H,m,H,GN_STATION,DGH/7466/H/Cmd.Rel.Abs.Comp-Alarmes,Haute Sambre,2007-03-13 00:00:00: <echX=0.2 cm/h><echY=1/10><limni=OTT X><br>2017-01-01 00:00:00: <fin_feuille_limni>,DGH,,Thuin,118.002,DNG,<date_1ere_data><echX=0.291667 cm/h><echY=1/10><limni=RITTMEYER>,DNG,DGH,no,Direction de la Gestion hydrologique,-,8,District de la Meuse,District,Lefèvre C.,,7466,---,yes,390700800000,Haute Sambre,Active,,1982-05-20 00:00:00: Active,Belgique,118.002,WALLONIE,Haute Sambre / 8,Limnimètre,Haute Sambre (NA),HAINAUT,1450403,"<ACCES>
RIVE GAUCHE - 300 M EN AMONT DE L'ECLUSE Accès par rue du Sarty, puis à droite sur le halage. Affichage dans boîtier à l'arrière, petite clé.
</ACCES>",---,Sambre / SA,Haute Sambre (NA),Navigable,,,,,,,,,,,,,,,
166941010,2026-06-05T10:00:00.000+02:00,,0.575,187715.0,113795.0,14840,Direction des Cours d'Eau Non Navigables,Yvoir,L5800,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L5800/H/Cmd.Rel.Abs.Comp-Alarmes,Bocq,,DCENN,"230,00 km²",,100.576,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,28,District de la Meuse,District,,421200,L5800,---,yes,1762473600000,Bocq,Active,421200,1979-02-04 00:00:00: Active,Belgique,100.576,WALLONIE,Affluents de la Haute Meuse / 28,Limnimètre,Bocq,NAMUR,1450293,,---,Meuse amont / MM,Bocq,Catégorie 1,yes,District de la Meuse,5530,MEUSE,Stable,M,Yvoir,Yvoir,Rue du Redeau,t0/Normal,Centre Namur,53/4,,,
177321010,2026-06-05T10:00:00.000+02:00,,0.193,126144.0,118021.0,15303,Direction des Cours d'Eau Non Navigables,Givry,L6710,05a-Hauteur.Complet.Alarmes,Cmd.Rel.Abs.Comp-Alarmes,DCENN,Hauteur,H,m,H,GN_STATION,DCENN/L6710/H/Cmd.Rel.Abs.Comp-Alarmes,Trouille,,DCENN,"55,72 km²",,61.171,DNG,Mise en service,DNG,DCENN,yes,Station appartenant à la DCENN,-,4,District de l'Escaut,District,,902300,L6710,---,yes,1769644800000,Trouille,Active,902300,2000-05-29 00:00:00: Active,Belgique,61.171,WALLONIE,Haine et affluents / 4,Limnimètre,Haine,HAINAUT,1450689,,---,Haine / HN,Haine,Catégorie 1,yes,District de l'Escaut,7041,ESCOUT,Très stable,E,Givry,Quévy,Rue MontLiaux,t0/Normal,Centre Mons,51/4,,,
