date,NDVI_6387_EUPEN,NDVI_6228_CHAUDFONTAINE,NDVI_5904_COMBLAIN,NDVI_5826_SAUHEID,NDVI_6732_STAVELOT,NDVI_6832_TROIS-PONTS,NDVI_7141_HUY,NDVI_7133_LIEGE,NDVI_6657_LOUVEIGNE,NDVI_6958_ROBERTVILLE,NDVI_6529_MONT-RIGI,NDVI_6387_EUPEN_anom,NDVI_6228_CHAUDFONTAINE_anom,NDVI_5904_COMBLAIN_anom,NDVI_5826_SAUHEID_anom,NDVI_6732_STAVELOT_anom,NDVI_6832_TROIS-PONTS_anom,NDVI_7141_HUY_anom,NDVI_7133_LIEGE_anom,NDVI_6657_LOUVEIGNE_anom,NDVI_6958_ROBERTVILLE_anom,NDVI_6529_MONT-RIGI_anom
2021-01-11,0.34965111817975875,0.2822152645838422,0.2931302958744094,0.2653316008910858,0.36004800210237053,0.3567392591525962,0.23551207202004137,0.25599157881900625,0.2924342240951497,0.3627836608801817,0.3644758332722602,-0.0026105213765758584,-0.0029247149761126856,-0.0029675511207446492,-0.002975845807612898,-0.0026922317429675657,-0.0027184810739497856,-0.003152954966669258,-0.002975515583215127,-0.0028828604393217327,-0.0028227975809823613,-0.002792764468947495
2021-01-12,0.3505296994869673,0.28322095662348723,0.2941514309417185,0.2663615760722994,0.3609551975076072,0.3576554090309995,0.23661401531417184,0.25702342327065736,0.29342034565900693,0.3637434397000741,0.3654229827827179,-0.0022621794388170136,-0.0025189466558898643,-0.002555322277853156,-0.0025581222631312905,-0.002332178303998067,-0.002354837817320765,-0.0027026308825343626,-0.002556399418722821,-0.0024866555710086335,-0.0024390531642272673,-0.002414856853239833
2021-01-13,0.3514402155369387,0.28426084633798526,0.29520721177990594,0.26742585106843586,0.36189524480887436,0.3586047230275034,0.23775151061207647,0.258089417000918,0.2944405585672347,0.36473702844210837,0.36640376134376257,-0.001891706097475243,-0.0020894278139299005,-0.0021190299308335714,-0.002116560571415682,-0.0019493552041937035,-0.0019682082378219,-0.0022275714358087895,-0.0021135447176105493,-0.0020667869241377534,-0.0020318545874780103,-0.0020136264271630178
2021-01-14,0.3523823968933247,0.2853346260072397,0.29629732596643554,0.2685241109434007,0.36286786583105174,0.359586920224823,0.2389242213105959,0.25918924456509296,0.2954945609224201,0.3657641330873907,0.3674178787272392,-0.0014992829500465876,-0.00163636738881201,-0.0016588862615489752,-0.0016513750438612584,-0.00154395001110319,-0.0015587817598443077,-0.0017280064311434307,-0.001647166276630474,-0.0016234591180631641,-0.0016014007188768775,-0.001589269322417708
2021-01-15,0.3533559647495038,0.2864419778825709,0.2974214509189813,0.2696560307044283,0.3638727727599309,0.3606017099750057,0.24013180038576737,0.26032258050651175,0.2965820408283091,0.36682444969913186,0.3684650348394975,-0.0010850992829728456,-0.0011599825596281255,-0.0011751118005856043,-0.0011627882591910832,-0.0011161582023960226,-0.001126755793110945,-0.001204174245895001,-0.0011574871242412965,-0.0011568849853260676,-0.001147898570068584,-0.0011419897698662917
2021-01-16,0.3543606310110844,0.28758257428074313,0.2985792539908844,0.27082127539825,0.3649096682273843,0.36164879198543814,0.24137389049551447,0.26148908945283555,0.2977026764821013,0.36791766451258756,0.36954491981019805,-0.0006493520074707937,-0.0006604986725106121,-0.0006679353526524157,-0.0006510309882077903,-0.0006661830995989271,-0.0006723356657596935,-0.0006563217496096119,-0.0006447384452204497,-0.0006672854996161992,-0.0006715632260892446,-0.000672000030343789
2021-01-17,0.35539609838115577,0.2887560776809321,0.29977039256958854,0.27201950021021426,0.3659782453993607,0.3627278564077074,0.2426501240853905,0.2626884262152997,0.2988561362696776,0.36904345402790645,0.37065721408400326,-0.0006227190233213387,-0.0006313043571885002,-0.0006383349550221906,-0.0006215282984233794,-0.0006387500783390232,-0.0006446384664687832,-0.0006253847930745293,-0.0006152988236991508,-0.0006383528716961129,-0.0006430586310550157,-0.0006437258264252455
2021-01-18,0.3564620604482644,0.2899621408246015,0.3009945141780247,0.2732503505663213,0.3670781880666837,0.36383858392929025,0.2439601234973434,0.26392023589086083,0.3000420788637297,0.3702014851058587,0.3718015885151429,-0.0005959017665941868,-0.0006019232287505782,-0.0006085456638090236,-0.0005918416884162503,-0.0006111280406542741,-0.0006167505082845248,-0.0005942627751178431,-0.0005856771253567317,-0.0006092313448911035,-0.0006143637446260897,-0.0006152611336781022
2021-01-19,0.3575582017770849,0.29120040681826376,0.302251256578915,0.2745134622381488,0.3682091707386211,0.3649806458680436,0.24530350108147156,0.2651841539672181,0.3012601533247636,0.37139141506641743,0.37297770446481154,-0.0005689081729470802,-0.0005723639815450321,-0.0005785762941431516,-0.0005619799429312788,-0.0005833251603503675,-0.0005886800437021056,-0.0005629649052450725,-0.0005558821157300997,-0.0005799295367297508,-0.0005854870580809801,-0.0005866143752627506
2021-01-20,0.35868419800176277,0.29247050923908946,0.30354024788196354,0.2758084614506311,0.36937085873920483,0.36615370426946564,0.2466798593107348,0.26647980643067815,0.30250999920494964,0.37261289179016316,0.3741852139013778,-0.0005417462302187981,-0.0005426353626288849,-0.0005484357144436292,-0.0005319518985400506,-0.0005553496647466294,-0.0005604353792236783,-0.0005315004449996663,-0.0005259226116422488,-0.0005504561180882384,-0.0005564371164957227,-0.0005577940282159854
2021-01-21,0.35983971592189967,0.2937720722433382,0.30486110665390614,0.2771349649926666,0.3705629083062658,0.3673574120067023,0.24808879089858957,0.2678068098768321,0.3037912466547838,0.37386555382248154,0.37542375950337226,-0.0005144239760649372,-0.0005127461691787905,-0.0005181328437925403,-0.0005017664410239542,-0.0005272098322424146,-0.0005320248729003274,-0.0004998787052216125,-0.0004958074785922362,-0.0005208198106252393,-0.0005272225162155642,-0.0005288086209424558
2021-01-22,0.3610244136011521,0.2951047106775769,0.30621344203138146,0.2784925803305162,0.37178496669315875,0.36859141288326863,0.24952987891951162,0.2691647716240103,0.3051035165325321,0.3751490304805239,0.3766929747652253,-0.0004869494955806464,-0.00048270524588805985,-0.00048767664929727506,-0.00047143250274500614,-0.0004989139898668449,-0.0005034569318576043,-0.000468109043292364,-0.0004655456281328907,-0.0004910293842013691,-0.0004978519023108308,-0.0004996667306900737
2021-01-23,0.36223794046841745,0.29646803019265267,0.3075968538365944,0.27988090572395935,0.37303667227314624,0.3698553417384523,0.25100269693237065,0.270553289829485,0.30644642051642584,0.37646294196289815,0.37799248410572095,-0.0004593309189062089,-0.00045252148234914413,-0.0004570761434354309,-0.0004409590600040758,-0.00047047051081461344,-0.0004747400098086829,-0.0004362008603660539,-0.0004351460152319242,-0.00046109365428254057,-0.00046833396601830835,-0.0004703769810133207
2021-01-24,0.3634799374215715,0.29786162736038757,0.30901093269573504,0.28129953034517613,0.37431765464640865,0.37114882455537,0.2525068091066212,0.2719719536083796,0.3078195612195703,0.3778068994620579,0.37932190297913837,-0.0004315764188230209,-0.0004222038104231274,-0.00042634038138888997,-0.00041035513038278904,-0.0004418878119694658,-0.00044588260455324935,-0.0004041635985874148,-0.00040461763562438247,-0.0004310214793333267,-0.0004386774421702988,-0.0004409480392201792
2021-01-25,0.3647500369337343,0.2992850897929588,0.3104552601601181,0.28274803440031754,0.3756275347496532,0.3724714785716465,0.2540417703512724,0.2734203431552581,0.3092225323075403,0.37918050527935643,0.3806808379890446,-0.00040369420833391567,-0.0003917612015968963,-0.0003954784583646842,-0.0003796297700765505,-0.0004131743514111941,-0.0004168932554612925,-0.000372006738297348,-0.00037396952314866505,-0.0004008217581937812,-0.0004088911066098544,-0.0004113886138081835
2021-01-26,0.3660478631620262,0.3007379962649311,0.31192940883001047,0.2842259892537297,0.37696592496828285,0.37382291239267845,0.2556071264465962,0.2748980298683509,0.3106549186186189,0.38058335294273354,0.38206888700470715,-0.0003756925382337184,-0.0003612026643284305,-0.0003644995069017054,-0.00034879207121363276,-0.00038433862591535917,-0.00038778054094812386,-0.0003397397952287218,-0.0003432107470746626,-0.0003705034274474883,-0.0003789837735925228,-0.0003817074518866481
2021-01-27,0.3673730320587859,0.30221991683790433,0.31343294248110354,0.2857329575547933,0.37833242925109994,0.3752027261074559,0.25720241417854045,0.2764045764763863,0.31211629628665194,0.3820150273269962,0.3834856392800906,-0.00034757969466736593,-0.0003305372413804353,-0.0003334126941705873,-0.0003178511591653277,-0.0003553891684363042,-0.00035855307593413155,-0.0003073723176885701,-0.0003123504094186269,-0.00034007545877612344,-0.00034896429317909927,-0.0003519133365890159
2021-01-28,0.36872515148521734,0.3037304129877393,0.3149654161936007,0.2872684933673433,0.3797266432275017,0.37661051140690177,0.2588271614757991,0.27793953716798475,0.3136062328664759,0.3834751047766605,0.38493067557540345,-0.00031936399667714666,-0.0002997740071449817,-0.0003022272192589881,-0.0002868161898453292,-0.0003263345455849498,-0.00032921950929626353,-0.0002749138837346843,-0.00028139764225132424,-0.00030954685630540935,-0.0003188415486170548,-0.00032201508447338156
2021-01-29,0.37010382132742864,0.3052690377343238,0.3165263764838751,0.2888321423016284,0.3811481543271421,0.3780458517046968,0.2604808875495075,0.27950245772358234,0.31512428746188653,0.3849631532313184,0.3864035682811572,-0.0002910537937422797,-0.0002689220649575996,-0.0002709523104509892,-0.0002556963470002893,-0.00029718335509121285,-0.000299788521308908,-0.00024237409833960388,-0.00025036160499442017,-0.0002789266539394153,-0.00028862445371136136,-0.00029202154291363414
2021-01-30,0.37150863361483266,0.30683533577384114,0.3181153614386634,0.29042344164877226,0.3825965419020166,0.37950832226055425,0.26216310303551454,0.28109287564984187,0.31667001085610547,0.3864787323534924,0.38790388154470407,-0.0002626574633072254,-0.00023799054440482026,-0.00023959722249511373,-0.00022450083949232535,-0.0002679442232615403,-0.00027026882107505923,-0.00020976259054916735,-0.00021925148171081377,-0.00024822391268919386,-0.00025832195018593573,-0.00026194158748105156
2021-01-31,0.37293917264087234,0.3084288436135021,0.31973190085175335,0.2920419205176965,0.3840713773509398,0.380997490305908,0.26387331013919346,0.2827103203165116,0.3182429456447122,0.3880213936589362,0.38943117139921146,-0.00023418340830311246,-0.00020698859862094965,-0.00020817123386629444,-0.0001932388985740885,-0.00023862580242522968,-0.000240669143948824,-0.00017708901063367977,-0.000188076478386201,-0.00021744771798959395,-0.00022794300503981013,-0.00023178411931834564
2021-02-01,0.3743950150860347,0.3100490897086997,0.3213755163631247,0.29368709997446485,0.38557222424637433,0.3825129151719749,0.2656110027827478,0.28435431309569253,0.31984262637099664,0.38959068064935093,0.3909849858950397,-0.00020564005466100488,-0.00017592540158078984,-0.00017668364402029235,-0.00016191977515711553,-0.00020923676837480976,-0.00021099824895093322,-0.00014436302723086492,-0.00015684582020580873,-0.00018660717701196594,-0.00019749660789109003,-0.00020155806250587993
2021-02-02,0.37587573014311804,0.3116955946025475,0.3230457216005047,0.29535849318400786,0.3870986384635772,0.3840541484201563,0.26737566675496777,0.286024367503472,0.32146857966369546,0.3911861289474689,0.3925648652334809,-0.00017703584881817447,-0.00014481014538381132,-0.00014514377064139827,-0.0001305527370734083,-0.00017978581779876102,-0.00018126491617648233,-0.00011159432448554218,-0.00012556874882363456,-0.0001557114159685402,-0.00016699176831846962,-0.00017127236142000513
2021-02-03,0.37738087964471484,0.3133678710677574,0.3247420223232926,0.2970556055541846,0.38865016831202454,0.385620733974738,0.2691667798633929,0.28771998934388193,0.32312032437707056,0.39280726643446995,0.3941703419028212,-0.00014837925521926643,-0.00011365203753499475,-0.000113560946885638,-9.914706633451509e-05,-0.00015028166570646428,-0.00015147794419700933,-7.87925991844185e-05,-9.425451962863374e-05,-0.0001247695774117541,-0.0001364375131951423,-0.00014093597808673142
2021-02-04,0.3789100181928716,0.31506542425081896,0.32646391656881335,0.298777934882141,0.39022635466907224,0.3872122082578503,0.2709838120888383,0.28944067685513997,0.3247973717332868,0.3944536133896903,0.3958009408166844,-0.00011967875381158066,-8.246029821989964e-05,-8.194451861875951e-05,-6.771205638333999e-05,-0.00012073304285131758,-0.00012164614745691082,-4.596755788544016e-05,-6.291239900491075e-05,-9.379081752980412e-05,-0.00010584288401654929,-0.00011055788953018286
2021-02-05,0.3804626932908905,0.31678775181843444,0.32821089480085747,0.3005249715029189,0.3918267311158186,0.38882810032664855,0.27282622574223553,0.2911859208581283,0.3264992254670507,0.3961246826325787,0.3974561794546181,-9.094283753541266e-05,-5.1244157575791593e-05,-5.030384165027879e-05,-3.625700934556386e-05,-9.114869314663654e-05,-9.177835366475096e-05,-1.3128914046312001e-05,-3.155166159013456e-05,-6.278430343598096e-05,-7.52169342257969e-05,-8.014708511533408e-05
2021-02-06,0.3820384454772302,0.3185343441061668,0.32998244006045957,0.30229619844027544,0.3934508240751255,0.39046793201267255,0.2746934756237424,0.2929552049070683,0.3282253819724623,0.39781997966686106,0.39913556800487887,-6.218000981011995e-05,-2.0012852961215355e-05,-1.8648278965971432e-05,-4.791233275347473e-06,-6.153737107728041e-05,-6.188340118107316e-05,1.9713614849314887e-05,-1.8158753095631752e-07,-3.175921045645014e-05,-4.4568726534355285e-05,-4.971256388869305e-05
2021-02-07,0.383636808461467,0.3203046842692585,0.3317780281188763,0.30409109155966346,0.3950981529517575,0.39213121806334394,0.2765850091840782,0.29474800544234464,0.32997533045204014,0.39953900282687077,0.40083860950937633,-3.3398782019800066e-05,1.1224373778595531e-05,1.3012802044409799e-05,2.6675960597966064e-05,-3.190783910966832e-05,-3.1970136403325355e-05,5.25503101692637e-05,3.118854026273876e-05,-7.247194158677139e-07,-1.390733023914903e-05,-1.926333191454299e-05
2021-02-08,0.38525730926227886,0.3220982484355731,0.3335971276327125,0.3059091197233319,0.3967682302745967,0.3938174662855605,0.2785002666880305,0.2965637919454356,0.3317485530678753,0.40128124342599775,0.40256480001072986,-4.607670992584634e-06,4.2458279045753944e-05,4.467003235708589e-05,5.813526062531382e-05,-2.2688650991309345e-06,-2.047411148009548e-06,8.53714550070328e-05,6.254943886563336e-05,3.030998608094526e-05,1.675818145840946e-05,1.119160038953737e-05
2021-02-09,0.38689946834740746,0.32391450586061793,0.3354392003011559,0.30774974494749785,0.3984605618408945,0.39552617769134446,0.28043868138009054,0.2984020270959018,0.33354452509486754,0.40304618590721925,0.4043136287013983,2.41848035187342e-05,7.367962022497565e-05,7.631404408858788e-05,8.957735749376416e-05,2.7370780305235876e-05,2.7875919969388985e-05,0.00011816733705793947,9.389182808322571e-05,6.133572236532991e-05,4.741873414071396e-05,4.1643220919040935e-05
2021-02-10,0.38856279977555974,0.3257529190846003,0.3373037010252676,0.30961242256154453,0.40017464686251336,0.3972568466454999,0.28239967965216434,0.3002621669303878,0.33536271507599924,0.4048333079956596,0.406084578074836,5.297012135757617e-05,0.00010487915841922435,0.00010793547326665154,0.00012099294698081353,5.700232625527324e-05,5.779100215330679e-05,0.0001509282514924326,0.0001252064331983549,9.234330842239347e-05,7.806525485659632e-05,7.208251854917691e-05
2021-02-11,0.3902468113402055,0.32761294409147007,0.3391900780692864,0.3114966013691987,0.4019099781141184,0.39900896101523986,0.2843826812133141,0.30214366100358997,0.3372025849796034,0.4066420808531409,0.4078771240786318,8.173976448522247e-05,0.00013604766118313627,0.0001395249626016115,0.0001523727327085722,8.661700429996033e-05,8.768898305006045e-05,0.00018364450382907238,0.00015648398771567207,0.00012332356860900173,0.00010868867480773314,0.00010250048580268123
2021-02-12,0.3919510047152298,0.32949403046990244,0.3410977732238962,0.3134017238116372,0.40366604208327317,0.4007820023217334,0.28638709926147465,0.3040459525511413,0.33906359035857503,0.40847196923467405,0.40969073626958374,0.00011048521950152157,0.0001671759052551125,0.00017107316425535313,0.0001837074288929541,0.00011620605097928394,0.00011756101536603003,0.00021630641280273588,0.00018771523610316976,0.00015426733536760828,0.0001392799320311111,0.00013288812151324159
2021-02-13,0.3936748756023951,0.33139562157617486,0.3430262219714088,0.3153272261324792,0.4054423191223975,0.40257544589353256,0.288412340657097,0.30596847865436844,0.34094518051148187,0.4103224316468471,0.4115248779706664,0.0001391979801638743,0.00019825467928741292,0.00020257074260754404,0.00021498776309375467,0.00014576071041877414,0.0001473982594862311,0.0002489043132284374,0.0002188909365324343,0.0001851654519400281,0.00016982997408188094,0.00016323643349069883
2021-02-14,0.39541791388057146,0.3333171546988847,0.34497485365281405,0.3172725385446094,0.4072382836025374,0.4043887610218304,0.29045780609866967,0.30791067040686665,0.342846798645525,0.4121929205080614,0.41337900642984166,0.00016786954990438696,0.0002292747865702549,0.00023400837701798016,0.0002462044789565132,0.0001752722369188775,0.00017719188608988912,0.00028142855886365004,0.0002500018636119039,0.00021600877507566008,0.00020032976071115982,0.00019353644118108582
2021-02-15,0.3971796037566897,0.335258061225467,0.34694309163664716,0.31923708539878826,0.4090534040689091,0.4062214111175074,0.29252289030006,0.3098719530828497,0.3447678820413053,0.4140828823105693,0.41525257298066875,0.00019649144434447097,0.000260227047755357,0.00026537676458482373,0.0002773483389531539,0.00020473189754421917,0.00020693307876384903,0.0003138695252605239,0.0002810388111178508,0.00024678817773993167,0.0002307702665412248,0.00022377917832516747
2021-02-16,0.3989594239183722,0.33721776681045373,0.34893035348962254,0.3212202853539948,0.4108871433981642,0.40807285386991543,0.2946069821696288,0.3118517463072195,0.3467078622193382,0.4159917577842669,0.41714502320466235,0.00022505519380461303,0.00029110230356999,0.00029666662289756784,0.0003084101271140227,0.0002341309747072029,0.00023661303661043354,0.00034621761261527384,0.00031199259471803575,0.00027749455181158567,0.0002611424837365428,0.00025395569560998643
2021-02-17,0.4007568476881991,0.3391956915454344,0.3509360511489859,0.3232215515494555,0.4127389589573332,0.4099425414073572,0.29670946499106177,0.3138494642273094,0.34866616510827814,0.41791898206219086,0.4190557970953544,0.00025355234581236896,0.00032189141752997363,0.00032786869278345065,0.0003393806517562048,0.0002634607687482249,0.00026622297685263696,0.0003784632486080741,0.0003428540546899228,0.0003081188107811883,0.0002914374246696383,0.00028405706331857683
2021-02-18,0.4025713431795586,0.3411912501306577,0.3529595910965315,0.32524029177830643,0.4146083027643991,0.41182992045921035,0.2988297166058668,0.3158645156862467,0.35064221121479405,0.41986398484767123,0.4209843292240095,0.0002819744676014757,0.00035258527864068245,0.0003589737410484295,0.0003702507482037931,0.00029271260050894865,0.00029575413743315737,0.00041059689123701393,0.0003736140586312331,0.0003386518924374804,0.00032164612458007724,0.0003140743739721841
2021-02-19,0.40440237345404284,0.34320385204823267,0.3550003745342333,0.3272759086628349,0.4164946216504544,0.4137344325196483,0.30096710959747913,0.31789630439788524,0.35263541579505125,0.42182619058309156,0.42293004890694375,0.00031031314860924253,0.00038317480409466587,0.0003899725632082185,0.00040101128149788723,0.00032187781390174974,0.0003251977796062122,0.0004426090316397291,0.00040426350416150614,0.0003690847615502313,0.0003517596442273452,0.00034399874496576777
2021-02-20,0.4062493966803351,0.345232901736873,0.35705779756143874,0.3293277998312555,0.4183973574233933,0.41565551401291134,0.3031210114769254,0.3199442291232574,0.3546451890277474,0.42380501862020614,0.42489238037439914,0.00033856000296395017,0.0004136509419598311,0.0004208559862123873,0.00043165314910259545,0.00035094777847116676,0.0003545451905240804,0.00047449019690920524,0.0004347933216171107,0.000399408412544322,0.00038176907253673065,0.00037382132119617717
2021-02-21,0.4081118662945468,0.3472777987681307,0.35913125135357343,0.33139535809595894,0.4203159470330881,0.4175925964600786,0.30529078486998656,0.32200768384848844,0.3566709361886483,0.4257998833919623,0.4268707429409234,0.00036670667196686546,0.00044400467385596887,0.00045161487115935595,0.00046216728359549375,0.00037991389194669267,0.0003837876858159839,0.0005062309528957032,0.0004651944767333771,0.0004296138721632259,0.00041166552923538324,0.00040353327768327674
2021-02-22,0.4099892311619549,0.3493379380240754,0.3612201223423014,0.33347797163319126,0.4222498227380061,0.4195451066472897,0.3074757877058071,0.324086057964128,0.3587120578265779,0.42781019458577974,0.4288645511772046,0.0003947448265657627,0.00047422701762583896,0.00048224011599995453,0.0004925446553535329,0.00040876758278912684,0.00041291661215731024,0.0005378219069985257,0.0004954579733199571,0.000459692202125217,0.00044144016748082215,0.0004331258221813572
2021-02-23,0.4118809357400913,0.35141270987635675,0.3633237923970908,0.33557502416410107,0.4241984122732134,0.42151246679536697,0.3096753734068947,0.326178736445837,0.3607679499408053,0.4298353573182337,0.4308732150833084,0.00042266616981978533,0.0005043090299915454,0.0005127226582318789,0.0005227762752240683,0.00043750031272760115,0.000441923349829898,0.0005692537109464602,0.0005255748559210849,0.0004896345017690318,0.000471084176478731,0.0004625901977803326
2021-02-24,0.4137864202431366,0.3535015003666038,0.36544163900812754,0.3376858951371058,0.4261611390197165,0.4234940947307908,0.31188889108045265,0.3282851000363849,0.36283800415977796,0.4318747723110895,0.43289614026326856,0.00045046243935398245,0.0005342418092018075,0.0005430534775804352,0.0005528531971840112,0.00046610357928456025,0.0004707993152733292,0.0006005170635630108,0.0005555362124664565,0.0005194319106864853,0.0005005887840896506,0.000491917685497556
2021-02-25,0.41570512080757005,0.3556036913881052,0.3675730354705263,0.3398099599115238,0.4281374221750941,0.4254894040579739,0.314115685710989,0.33040452542889726,0.3649216079211482,0.43392783606864005,0.4349327281009785,0.00047812540980501916,0.000564016497665687,0.0005732235986679601,0.0005827665209883204,0.0004945689182938029,0.000499535963624953,0.0006316027135190305,0.0005853331769091197,0.0005490756113446515,0.0005299452594256793,0.0005210996068573115
2021-02-26,0.4176364696590259,0.3577186608687164,0.3697173510697831,0.34194658994241556,0.4301266769253651,0.4274978043327849,0.316355098354147,0.3325363854513019,0.3670181446530411,0.43599394105628897,0.43698237593733175,0.000505646895255174,0.0005936242845736017,0.0006032240936703626,0.00061250739480323,0.0005228879064031466,0.0005281247912482523,0.0006625014620705305,0.0006149569318475434,0.0005785568316957201,0.0005591449154336847,0.0005501273264599815
2021-02-27,0.41957989528030626,0.3598457829549418,0.37187395126841327,0.34409515296658005,0.4321283146180448,0.4295187012372703,0.3186064663316968,0.33468004925192013,0.3691269939565074,0.4380724758803296,0.43904447724855733,0.0005330187516537355,0.0006230564085053514,0.0006330460849583996,0.0006420670178258758,0.0005510521635685994,0.0005565573382489974,0.0006932041657807808,0.0006443987111362515,0.0006078668477717541,0.0005881791114653034,0.0005789922545356152
2021-02-28,0.42153482258050357,0.36198442819713383,0.374042197893722,0.3462550131896509,0.4341417429363367,0.4315514967555231,0.3208691234276329,0.3368348824861446,0.3712475317891107,0.44016282546886726,0.4411184218257019,0.0005602328792285172,0.0006523041600217661,0.0006626807477253527,0.0006714366428878238,0.00057905335553321,0.000584825190979188,0.0007237017392257572,0.000673649802478582,0.0006369969862683456,0.0006170392558348392,0.000607685849488282
